"ProductID";"ManufacturerID";"Gender";"Size";"Color";"Type";"CategoryID"
"0331817a-1e77-4246-b117-4fa19b7baf4f";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Polygender";"M";"Violet";"Ring";"49be4556-c614-4b6f-ac1a-6cbdeccda19c"
"03508190-1283-4079-9501-cf36890872f6";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"XL";"Maroon";"Jean Jacket";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"035c045e-03f1-482e-b19d-e2406ffda6c5";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Female";"XL";"Red";"Plaid Skirt";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"039ab15d-fe43-4262-89c7-70bd350a4fa4";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Female";"XS";"Khaki";"Cargo Pants";"602867ab-4eea-4d04-8e95-9c7c54a09aa4"
"043a2b8f-5fcd-4d03-80c6-2d209c5d018d";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"S";"Yellow";"Jean Jacket";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"044c7743-b1f1-4769-b817-6d1a808d3b9e";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"M";"Yellow";"Plaid Jacket";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"0484e6f6-89cf-44f7-ac19-97df96b78815";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Polygender";"XL";"Khaki";"Bandana";"559c769b-6e93-4997-a858-6def01b203cc"
"05befa2a-c6c1-4250-a698-22dfdcc79230";"69154966-20eb-489c-8c0a-f209c1c52126";"Female";"XL";"Orange";"Cargo Pants";"602867ab-4eea-4d04-8e95-9c7c54a09aa4"
"062238fb-69ff-458c-b783-713b02b54314";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"XL";"Pink";"Graphic Tee";"ae2c148d-0a2a-4d3a-ad81-2d3a642b761b"
"066bc0a1-fd11-4d64-942f-d780719d5740";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"S";"Goldenrod";"Crop Shirt";"74cc529e-3c29-42ec-b708-7bb076a60f92"
"06aafa15-0672-4879-8588-066d00aa044a";"69154966-20eb-489c-8c0a-f209c1c52131";"Male";"S";"Khaki";"Baggy Jeans";"21b2e609-546f-452b-aa6a-ad5e887387f6"
"06c2afb4-a615-4734-aa19-2027e62f28b3";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"M";"Red";"Striped Shirt";"3f1c8320-ea61-4f21-9e22-eccd99c05bfb"
"0828ef69-ec8c-4ed8-8324-6bf2d8d5ebf4";"69154966-20eb-489c-8c0a-f209c1c52134";"Genderqueer";"L";"Fuscia";"Plaid Skirt";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"085e235a-5089-4ecb-8957-fd0f962d6224";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"XL";"Blue";"Crop Shirt";"74cc529e-3c29-42ec-b708-7bb076a60f92"
"08dee924-3de1-4cc5-a4d8-2fbcb791be84";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Genderfluid";"S";"Mauv";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"08f5a2bb-0b72-4c36-a61d-173eafaffa96";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"XS";"Crimson";"Skirt";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"095761a5-9abf-4856-a9fa-c464189c7034";"69154966-20eb-489c-8c0a-f209c1c52136";"Male";"S";"Aquamarine";"Ring";"49be4556-c614-4b6f-ac1a-6cbdeccda19c"
"095e61e6-866f-4c7a-84e8-a2faa1bfb713";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"M";"Puce";"Jean Jacket";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"096c1bd3-08b9-4fef-968c-1d6ab9cb4601";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"XS";"Crimson";"Jean Jacket";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"099ec304-e869-4f3f-a7eb-bc1f8d4fb560";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"M";"Red";"Windbreaker";"2482a7a8-a10e-4e13-9395-c04dc6735f55"
"09ad52b8-d33d-4382-9471-1b3c915ffa82";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"S";"Yellow";"Skirt";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"0a1a7530-6ef9-4ee1-b0ca-c7f72af2c6fe";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"L";"Blue";"Jean Jacket";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"0a4407c3-32f0-449b-83f3-d4fb58e3479b";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"M";"Red";"Windbreaker";"2482a7a8-a10e-4e13-9395-c04dc6735f55"
"0a66f4a6-d2a4-4e26-8bdf-7f420a07b97d";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Non-binary";"XL";"Orange";"Graphic Tee";"ae2c148d-0a2a-4d3a-ad81-2d3a642b761b"
"0a7f20cc-240c-48d5-856a-d694b106267f";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Female";"L";"Violet";"Jean Jacket";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"0aad9471-3123-4950-b9b9-d320be88187b";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Female";"S";"Green";"Bandana";"559c769b-6e93-4997-a858-6def01b203cc"
"0ad75fc0-8bfe-490d-ae0c-45a311ff685b";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"XS";"Teal";"Jean Jacket";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"0aefed54-f3d4-4a96-8be8-36d4a6040f3f";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"XL";"Goldenrod";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"0b21ef19-0b81-4b47-be5d-b001b20771aa";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"XL";"Teal";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"0b6de4b7-9a11-40fa-873f-bdc859df157a";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"S";"Green";"Bandana";"559c769b-6e93-4997-a858-6def01b203cc"
"0b8aeccb-ba16-4517-aae4-8012e0dafb81";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"XL";"Blue";"Plaid Skirt";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"0bec8465-6c75-4240-9030-70140f3981fa";"69154966-20eb-489c-8c0a-f209c1c52132";"Male";"XS";"Orange";"Skirt";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"0c03849d-2c96-43e0-a7ee-d38c4f291f22";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"XS";"Red";"Plaid Sweater";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"0c46df32-9efb-4328-993c-2d9b36d712f9";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Female";"L";"Puce";"Graphic Tee";"ae2c148d-0a2a-4d3a-ad81-2d3a642b761b"
"0c8a621f-07cf-4c76-8e4f-42180a45024f";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Female";"M";"Khaki";"Skirt";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"0c9a7b0a-3f01-4e9b-8f42-c622097b55b3";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"L";"Teal";"Ring";"49be4556-c614-4b6f-ac1a-6cbdeccda19c"
"0cb0752b-83f6-45df-9b7f-1bbc16df8991";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"L";"Mauv";"Crop Shirt";"74cc529e-3c29-42ec-b708-7bb076a60f92"
"0db1da12-bebe-4b82-b6fb-80bc4858dc7e";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"M";"Yellow";"Baggy Jeans";"21b2e609-546f-452b-aa6a-ad5e887387f6"
"0e39285f-8cc4-44de-be48-89ef0a7392db";"69154966-20eb-489c-8c0a-f209c1c52127";"Male";"XS";"Red";"Striped Shirt";"3f1c8320-ea61-4f21-9e22-eccd99c05bfb"
"0ea4991f-2d44-4372-9a7d-7658694320d9";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"XS";"Violet";"Jean Jacket";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"0f1c27cf-297c-4683-b30d-33d6f46ec3dc";"69154966-20eb-489c-8c0a-f209c1c52132";"Male";"S";"Crimson";"Crop Shirt";"74cc529e-3c29-42ec-b708-7bb076a60f92"
"0f492a6e-e924-43b2-9334-dd4104b562ac";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Bigender";"S";"Maroon";"Baggy Jeans";"21b2e609-546f-452b-aa6a-ad5e887387f6"
"0f65a0c8-a3db-494f-9555-c3dff19f1894";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"XL";"Red";"Ring";"49be4556-c614-4b6f-ac1a-6cbdeccda19c"
"0f9d3238-4f59-409c-bf91-6b6eef4ac407";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Female";"S";"Khaki";"Jean Jacket";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"104bdc04-2e72-4d01-b354-0c55dd0d0f97";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Agender";"XS";"Goldenrod";"Baggy Jeans";"21b2e609-546f-452b-aa6a-ad5e887387f6"
"104cdf8d-74d8-4b33-9053-f9ebd4ce9f65";"69154966-20eb-489c-8c0a-f209c1c52129";"Female";"S";"Purple";"Crop Shirt";"74cc529e-3c29-42ec-b708-7bb076a60f92"
"109ebd87-7f49-43c4-8bab-d7ba6aaccdd6";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"S";"Pink";"Skirt";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"10a6f04d-a90c-451f-90a7-adcad291b655";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"M";"Maroon";"Striped Shirt";"3f1c8320-ea61-4f21-9e22-eccd99c05bfb"
"10fb3501-24e3-4558-b722-1b43adaf8894";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"XS";"Goldenrod";"Graphic Tee";"ae2c148d-0a2a-4d3a-ad81-2d3a642b761b"
"11405fb4-ea52-4301-9ff5-7739bf9cb4b2";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"L";"Khaki";"Plaid Skirt";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"11704867-40d5-4b2c-ac77-34bdedeb0de7";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"L";"Purple";"Plaid Sweater";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"123cbe36-5dbd-4aa0-8d26-40e98f44c9ce";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"L";"Blue";"Striped Shirt";"3f1c8320-ea61-4f21-9e22-eccd99c05bfb"
"132f3609-ab6a-4e07-9d4c-fe61402f5521";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"L";"Turquoise";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"1342bb2d-dd7d-4a8a-a6b7-a9d042ad1f62";"69154966-20eb-489c-8c0a-f209c1c52131";"Male";"XL";"Violet";"Plaid Sweater";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"145c897a-d87a-4145-bb88-9a3870b1bf25";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"XL";"Red";"Plaid Sweater";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"149f411d-f98a-461f-b6bf-79510b496998";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"XL";"Khaki";"Ring";"49be4556-c614-4b6f-ac1a-6cbdeccda19c"
"14ca10cd-2b0e-4b9b-b601-cfc3a78fb954";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"L";"Purple";"Skirt";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"14f4d23d-f3f2-4801-95b3-80be5536c76e";"69154966-20eb-489c-8c0a-f209c1c52127";"Bigender";"XS";"Orange";"Baggy Jeans";"21b2e609-546f-452b-aa6a-ad5e887387f6"
"15166413-d553-40d3-9ea4-e2e2fe619f3b";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"S";"Fuscia";"Necklace";"49be4556-c614-4b6f-ac1a-6cbdeccda19c"
"1601d5a9-6062-4b56-8075-93930647499c";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"L";"Mauv";"Plaid Sweater";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"16e91414-972a-4ce7-88d9-caba7685ce11";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"XL";"Aquamarine";"Skirt";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"16f36aac-e8ca-4ebe-a630-5617255b2a11";"69154966-20eb-489c-8c0a-f209c1c52132";"Female";"XS";"Khaki";"Plaid Skirt";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"1732d08b-a98f-4a3f-af08-ca5fef80e031";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"XL";"Violet";"Bandana";"559c769b-6e93-4997-a858-6def01b203cc"
"179a4568-2469-4bba-8fc7-e67402408aa0";"69154966-20eb-489c-8c0a-f209c1c52132";"Male";"S";"Yellow";"Striped Shirt";"3f1c8320-ea61-4f21-9e22-eccd99c05bfb"
"17a042a6-c82d-4a1c-874d-294356da139b";"69154966-20eb-489c-8c0a-f209c1c52132";"Female";"XS";"Teal";"Graphic Tee";"ae2c148d-0a2a-4d3a-ad81-2d3a642b761b"
"17db4901-5542-4a3f-b768-62fb186a9b0d";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"S";"Orange";"Striped Shirt";"3f1c8320-ea61-4f21-9e22-eccd99c05bfb"
"18980841-88d7-4b45-b56f-13f5896977a9";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"S";"Goldenrod";"Windbreaker";"2482a7a8-a10e-4e13-9395-c04dc6735f55"
"18a776e1-eaa4-4eb6-ba8b-15e616491fcb";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"XS";"Maroon";"Plaid Jacket";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"18b5889c-b661-4f71-9231-69aee758e505";"69154966-20eb-489c-8c0a-f209c1c52131";"Female";"XL";"Pink";"Windbreaker";"2482a7a8-a10e-4e13-9395-c04dc6735f55"
"19f908c7-321e-415f-af9d-8fe4b644a618";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"S";"Violet";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"1a1d1542-0542-47f5-a120-cbce5257268f";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"L";"Orange";"Plaid Sweater";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"1a3dadd8-9477-4e03-a57f-6381a064f56e";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"S";"Teal";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"1b0f09ec-b049-4d41-a34a-17c51e7a6fad";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Female";"S";"Khaki";"Graphic Tee";"ae2c148d-0a2a-4d3a-ad81-2d3a642b761b"
"1b1805ba-0add-4f69-8863-9297445d2b67";"69154966-20eb-489c-8c0a-f209c1c52129";"Female";"XL";"Violet";"Skirt";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"1b310fb0-5ece-4fa0-9a57-20e08af9d5fb";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"L";"Puce";"Graphic Tee";"ae2c148d-0a2a-4d3a-ad81-2d3a642b761b"
"1b6666a6-b1a0-415f-a85d-19858fcef8ac";"da8c829e-f1a9-4866-81de-de067a512cb6";"Male";"L";"Maroon";"Graphic Tee";"ae2c148d-0a2a-4d3a-ad81-2d3a642b761b"
"1b6fe7b1-d465-4bb6-be63-07cedbd53655";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Female";"XS";"Turquoise";"Jean Jacket";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"1bb920f6-0cc7-48f4-ae1f-43f30dd58770";"69154966-20eb-489c-8c0a-f209c1c52132";"Male";"L";"Maroon";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"1bd1f7f9-4a1a-4943-97a5-324c8a2cd15e";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"XL";"Indigo";"Plaid Skirt";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"1c23149a-2507-4845-9b57-e3fdbce29ab5";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Genderfluid";"S";"Yellow";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"1d0287c3-7c3e-4d23-b775-0f8db7a590a0";"69154966-20eb-489c-8c0a-f209c1c52130";"Male";"S";"Green";"Baggy Jeans";"21b2e609-546f-452b-aa6a-ad5e887387f6"
"1d26b3fb-71cf-45ef-8c41-7a8f12e14d17";"69154966-20eb-489c-8c0a-f209c1c52131";"Genderfluid";"XS";"Maroon";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"1dfa1d0a-7fad-4fb3-b668-69e2b78bb6d3";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"L";"Teal";"Striped Shirt";"3f1c8320-ea61-4f21-9e22-eccd99c05bfb"
"1e0f6584-1ff4-41a6-bc04-1cf25cc24366";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Genderqueer";"S";"Puce";"Graphic Tee";"ae2c148d-0a2a-4d3a-ad81-2d3a642b761b"
"1e6ab140-c5a5-425c-b6dd-9090c5abb2d2";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"S";"Mauv";"Striped Shirt";"3f1c8320-ea61-4f21-9e22-eccd99c05bfb"
"1e833be8-f50e-4a5d-b9a5-10b9be56213f";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"L";"Teal";"Plaid Skirt";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"1e876587-ad95-433f-9008-c0099f133ca3";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"XL";"Crimson";"Baggy Jeans";"21b2e609-546f-452b-aa6a-ad5e887387f6"
"1ec7010d-3158-4e24-a4b2-ee4fa4d76bc8";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"M";"Red";"Necklace";"49be4556-c614-4b6f-ac1a-6cbdeccda19c"
"1fa396fa-8428-45dc-a04a-daffd1965523";"69154966-20eb-489c-8c0a-f209c1c52128";"Female";"XS";"Indigo";"Jean Jacket";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"1ff1e375-3751-4851-a15a-8e5022ca052d";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"XS";"Mauv";"Windbreaker";"2482a7a8-a10e-4e13-9395-c04dc6735f55"
"2002c4b3-6c0b-4d43-8437-5c58a4ea677f";"69154966-20eb-489c-8c0a-f209c1c52129";"Male";"S";"Purple";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"20162ed6-181e-4a7d-a583-d6f52f248838";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Female";"L";"Aquamarine";"Windbreaker";"2482a7a8-a10e-4e13-9395-c04dc6735f55"
"20a7e5a9-eb45-46ba-ba7d-feb29e0ef6e9";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"M";"Puce";"Cargo Pants";"602867ab-4eea-4d04-8e95-9c7c54a09aa4"
"20d678ed-5f70-4aef-a8dc-dcd3d7391910";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"S";"Green";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"211b5a1c-d469-4e2e-8caa-55ef4bef180a";"69154966-20eb-489c-8c0a-f209c1c52126";"Male";"L";"Pink";"Plaid Sweater";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"21229eb8-fc2b-4fce-838e-3e001442c94d";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"L";"Aquamarine";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"21f15e7a-33ed-4cd7-824f-a36c4d619f66";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"M";"Yellow";"Plaid Skirt";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"2275fc80-33e7-47aa-a921-9c6cbb9d314d";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"L";"Turquoise";"Ring";"49be4556-c614-4b6f-ac1a-6cbdeccda19c"
"227b6ff9-f55b-49ec-ae6f-25885d61f4a4";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"XS";"Fuscia";"Plaid Jacket";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"22bd88b8-f406-46ff-a2d9-bf0ac20be4a2";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"L";"Maroon";"Cargo Pants";"602867ab-4eea-4d04-8e95-9c7c54a09aa4"
"234a887b-2008-4dcc-bafb-297d5b393720";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"M";"Green";"Crop Shirt";"74cc529e-3c29-42ec-b708-7bb076a60f92"
"2401c0f6-90a9-417e-abc7-44b195cec2fa";"69154966-20eb-489c-8c0a-f209c1c52131";"Female";"S";"Indigo";"Graphic Tee";"ae2c148d-0a2a-4d3a-ad81-2d3a642b761b"
"24243a7c-5647-4704-b704-bc8edf689920";"69154966-20eb-489c-8c0a-f209c1c52126";"Male";"XL";"Indigo";"Plaid Jacket";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"2489772a-dae4-4517-9dd1-37cd84d20f6a";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"S";"Blue";"Graphic Tee";"ae2c148d-0a2a-4d3a-ad81-2d3a642b761b"
"24e21def-f9bb-46dd-b0cf-b70c0e1a32f2";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"XS";"Mauv";"Plaid Skirt";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"263f5972-c104-4900-b388-a912aa18ef90";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Female";"XS";"Fuscia";"Cargo Pants";"602867ab-4eea-4d04-8e95-9c7c54a09aa4"
"26832c7e-ae51-4c4f-b448-5780b0f9de33";"69154966-20eb-489c-8c0a-f209c1c52133";"Bigender";"S";"Goldenrod";"Jeans";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"26eafa6d-40c3-4a79-b6bc-9dd6415cc437";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"L";"Green";"Baggy Jeans";"21b2e609-546f-452b-aa6a-ad5e887387f6"
"2706d14a-810f-49fc-a085-1c01d1663671";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Agender";"L";"Red";"Striped Shirt";"3f1c8320-ea61-4f21-9e22-eccd99c05bfb"
"272309bd-417f-4db3-8586-0e10951a2244";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"L";"Orange";"Plaid Jacket";"3b0207e8-83b1-4b18-8d29-cb61b38d5e30"
"275e824c-0fff-47ca-bc04-cd85719184bb";"21f99fe5-dd9f-420a-b249-026a247a9b3c";"Male";"M";"Teal";"Cargo Pants";"602867ab-4eea-4d04-8e95-9c7c54a09aa4"
"27897af2-8cfe-4413-b665-64c204ca5f94";"69154966-20eb-489c-8c0a-f209c1c52129";"Female";"XS";"Fuscia";"Bandana";"559c769b-6e93-4997-a858-6def01b203cc"
"278ccbb4-0676-4928-a0de-84564019961a";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Female";"M";"Khaki";"Windbreaker";"2482a7a8-a10e-4e13-9395-c04dc6735f55"
"27c68b82-2a20-47a5-a77d-ca3df88d8912";"69154966-20eb-489c-8c0a-f209c1c52126";"Female";"XL";"Aquamarine";"Jean Jacket";"f999b3c0-d5f1-4c87-b35b-7e3ded5935b2"
"27e36eca-6c50-4738-85a5-8538b4487ec3";"69154966-20eb-489c-8c0a-f209c1c52126";"Female";"S";"Goldenrod";"Ring";"49be4556-c614-4b6f-ac1a-6cbdeccda19c"
"2807cdf9-62cc-4a50-be1d-bbf5368349df";"1c4f13bc-720f-4cd3-977d-ed4d89c6c53f";"Male";"L";"Orange";"Bandana";"559c769b-6e93-4997-a858-6def01b203cc"
